"","distance","condition","norm","proportion"
"80",2700000,"mig14",16.59471871653,0.00371638732692141
"81",2700000,"mig5",8.96680956034,0.00329521399438022
"82",2800000,"control",13.4812786054,0.00338824608040576
"83",2800000,"mig14",15.87407493605,0.00355499914922769
"84",2800000,"mig5",8.51113822278,0.00312775927614834
"85",2900000,"control",13.1795954206,0.00331242412773033
"86",2900000,"mig14",15.22725784382,0.00341014445868055
"87",2900000,"mig5",8.59212333446,0.00315752050521745
"88",3e+06,"control",12.3745923328,0.00311010292090798
"89",3e+06,"mig14",14.4360683065,0.00323295755844343
"90",3e+06,"mig5",8.09007625661,0.00297302316024358
"91",3100000,"control",11.8896228577,0.00298821567480761
"92",3100000,"mig14",13.4638193323,0.00301522239654942
"93",3100000,"mig5",7.44281846832,0.00273516231268211
"94",3200000,"control",11.7495521165,0.00295301173356866
"95",3200000,"mig14",13.3915404895,0.00299903554939793
"96",3200000,"mig5",6.92795213267,0.0025459540170166
"97",3300000,"control",11.1107098247,0.00279245167435278
"98",3300000,"mig14",13.0526662733,0.00292314466724326
"99",3300000,"mig5",6.95944501207,0.00255752733930295
"100",3400000,"control",10.4730230796,0.00263218203837431
"101",3400000,"mig14",11.9748559993,0.0026817690518115
"102",3400000,"mig5",6.43819214978,0.00236597205814411
"103",3500000,"control",10.1677590217,0.00255546010583787
"104",3500000,"mig14",12.093731439,0.0027083912070363
"105",3500000,"mig5",6.5446849916,0.00240510712623105
"106",3600000,"control",9.8485071172,0.0024752226116249
"107",3600000,"mig14",11.4096092648,0.00255518204322382
"108",3600000,"mig5",6.1844996689,0.00227274257583612
"109",3700000,"control",9.5126019307,0.00239079965258223
"110",3700000,"mig14",10.9551440557,0.00245340455771914
"111",3700000,"mig5",5.96582846341,0.002192383066509
"112",3800000,"control",9.4476146661,0.00237446642106893
"113",3800000,"mig14",10.4203215952,0.00233363106542275
"114",3800000,"mig5",6.10031946503,0.00224180718192867
"115",3900000,"control",9.1390593752,0.00229691730383894
"116",3900000,"mig14",10.4371196814,0.00233739299689846
"117",3900000,"mig5",5.52324521869,0.00202973809319207
"118",4e+06,"control",8.84991385676,0.00222424643943526
"119",4e+06,"mig14",10.2698916973,0.00229994228915028
"120",4e+06,"mig5",5.5578109121,0.00204244064429272
"121",4100000,"control",8.44056067016,0.00212136381453027
"122",4100000,"mig14",9.8289987365,0.00220120430870993
"123",4100000,"mig5",5.46478395492,0.00200825415587772
"124",4200000,"control",8.22096387942,0.00206617261291854
"125",4200000,"mig14",9.7331215342,0.00217973260884836
"126",4200000,"mig5",5.1894358664,0.00190706645154305
"127",4300000,"control",8.11770702398,0.00204022109556176
"128",4300000,"mig14",9.40411062457,0.00210605061424186
"129",4300000,"mig5",5.33134248622,0.00195921573344531
"130",4400000,"control",7.8132426513,0.00196370014769388
"131",4400000,"mig14",8.86330010327,0.00198493609570392
"132",4400000,"mig5",5.09183473254,0.00187119899835375
"133",4500000,"control",7.73228110749,0.00194335210493717
"134",4500000,"mig14",8.92402931293,0.00199853640246474
"135",4500000,"mig5",5.07025045454,0.00186326698926562
"136",4600000,"control",7.5454670427,0.00189640017691041
"137",4600000,"mig14",8.4926849728,0.00190193683566391
"138",4600000,"mig5",4.95671575919,0.00182154410952255
"139",4700000,"control",7.22451661971,0.00181573579450792
"140",4700000,"mig14",8.27676223025,0.00185358093655442
"141",4700000,"mig5",4.5099456363,0.0016573604998104
"142",4800000,"control",7.0962035923,0.00178348691627372
"143",4800000,"mig14",8.0340695925,0.00179922991930139
"144",4800000,"mig5",4.43491968606,0.00162978920374251
"145",4900000,"control",6.9946612138,0.00175796629793935
"146",4900000,"mig14",8.19114182324,0.00183440624604154
"147",4900000,"mig5",4.6003080939,0.00169056781093331
"148",5e+06,"control",6.8417952123,0.00171954652741386
"149",5e+06,"mig14",7.56754778567,0.00169475235868396
"150",5e+06,"mig5",4.32578625322,0.00158968374452324
"151",5100000,"control",6.56596316019,0.00165022173287712
"152",5100000,"mig14",7.6481827889,0.00171281056799918
"153",5100000,"mig5",4.30935362764,0.00158364491684309
"154",5200000,"control",6.46240343,0.0016241940940919
"155",5200000,"mig14",7.5044820327,0.00168062878303896
"156",5200000,"mig5",4.2066976739,0.00154591986724834
"157",5300000,"control",6.2439808814,0.00156929801443743
"158",5300000,"mig14",7.27614815219,0.00162949340953071
"159",5300000,"mig5",4.06029360883,0.00149211781861483
"160",5400000,"control",6.1439382225,0.0015441543202217
"161",5400000,"mig14",7.3024247489,0.00163537805347531
"162",5400000,"mig5",4.00593060323,0.00147213995072055
"163",5500000,"control",6.24391485369,0.00156928141971106
"164",5500000,"mig14",6.96661893909,0.00156017434094469
"165",5500000,"mig5",4.03430532383,0.00148256738042992
"166",5600000,"control",5.88191864251,0.00147830101054118
"167",5600000,"mig14",6.9822411848,0.00156367294293768
"168",5600000,"mig5",4.15367608862,0.00152643495807935
"169",5700000,"control",6.03883473752,0.00151773868996554
"170",5700000,"mig14",6.6507164964,0.00148942798756497
"171",5700000,"mig5",3.84713908736,0.00141378563620516
"172",5800000,"control",5.6124146279,0.00141056663994594
"173",5800000,"mig14",6.76270433511,0.00151450766451886
"174",5800000,"mig5",3.81997040696,0.00140380141436344
"175",5900000,"control",5.5817694397,0.00140286459314154
"176",5900000,"mig14",6.6939444132,0.0014991088797156
"177",5900000,"mig5",3.94565288029,0.00144998848259305
"178",6e+06,"control",5.64859729857,0.00141966042071144
"179",6e+06,"mig14",6.4240658361,0.00143866957122989
"180",6e+06,"mig5",3.55622660285,0.00130687816999363
"181",6100000,"control",5.6203938727,0.00141257206136845
"182",6100000,"mig14",6.1789442881,0.00138377459951608
"183",6100000,"mig5",3.83215264207,0.0014082782655051
"184",6200000,"control",5.46278936635,0.0013729613637095
"185",6200000,"mig14",6.49950848214,0.00145556495213039
"186",6200000,"mig5",3.57190838489,0.00131264107008505
"187",6300000,"control",5.40113898959,0.00135746679130826
"188",6300000,"mig14",6.2300714533,0.00139522452837937
"189",6300000,"mig5",3.71542113651,0.00136538058956831
"190",6400000,"control",5.32299609217,0.00133782715818112
"191",6400000,"mig14",6.0983283945,0.00136572066980258
"192",6400000,"mig5",3.5421869293,0.00130171872856163
"193",6500000,"control",5.2238551634,0.00131291009555338
"194",6500000,"mig14",5.9291787545,0.00132783960720746
"195",6500000,"mig5",3.56753133669,0.00131103254808114
"196",6600000,"control",5.2243362692,0.00131303101174307
"197",6600000,"mig14",5.8316524502,0.001305998590946
"198",6600000,"mig5",3.2685706964,0.00120116746407068
"199",6700000,"control",5.2568674643,0.00132120706814801
"200",6700000,"mig14",5.8636205334,0.00131315784331417
"201",6700000,"mig5",3.42921306019,0.00126020194692537
"202",6800000,"control",5.31996373953,0.00133706503781794
"203",6800000,"mig14",5.71273361439,0.00127936671716219
"204",6800000,"mig5",3.34278641,0.00122844100617191
"205",6900000,"control",5.16213040913,0.00129739682987281
"206",6900000,"mig14",5.5016328435,0.0012320906986264
"207",6900000,"mig5",3.46064501986,0.00127175288181234
"208",7e+06,"control",4.9092707914,0.00123384569101248
"209",7e+06,"mig14",5.880218334,0.00131687492082891
"210",7e+06,"mig5",3.31352490067,0.00121768769035852
"211",7100000,"control",4.6759366596,0.00117520188721337
"212",7100000,"mig14",5.20842743486,0.0011664273461184
"213",7100000,"mig5",3.32009781454,0.00122010317131889
"214",7200000,"control",4.83138347848,0.00121427029386812
"215",7200000,"mig14",5.3672094384,0.00120198657648435
"216",7200000,"mig5",3.39862093692,0.00124895964362465
"217",7300000,"control",4.67363183828,0.00117462261709871
"218",7300000,"mig14",5.434080822,0.00121696242312508
"219",7300000,"mig5",3.2114766794,0.00118018597644705
"220",7400000,"control",4.67438437396,0.00117481175168622
"221",7400000,"mig14",5.2217864384,0.00116941909501782
"222",7400000,"mig5",2.99426860904,0.00110036415483635
"223",7500000,"control",4.7443200061,0.0011923886550657
"224",7500000,"mig14",5.489566985,0.00122938854956417
"225",7500000,"mig5",3.23278546653,0.00118801674536006
"226",7600000,"control",4.804148734,0.00120742539295506
"227",7600000,"mig14",4.9072652117,0.00109898206496492
"228",7600000,"mig5",2.9905233319,0.00109898780246023
"229",7700000,"control",4.6343338139,0.0011647458553337
"230",7700000,"mig14",5.2496280845,0.00117565423177995
"231",7700000,"mig5",3.08135139808,0.00113236622013987
"232",7800000,"control",4.55178580368,0.00114399908640622
"233",7800000,"mig14",5.0818868651,0.00113808858498417
"234",7800000,"mig5",2.9994255453,0.00110225927800337
"235",7900000,"control",4.6219970128,0.00116164525047304
"236",7900000,"mig14",4.9945628127,0.00111853236307898
"237",7900000,"mig5",3.01135948195,0.00110664488191215
"238",8e+06,"control",4.5362068166,0.00114008362382618
"239",8e+06,"mig14",5.0056894849,0.00112102418136534
"240",8e+06,"mig5",2.91154399604,0.00106996367620424
"241",8100000,"control",4.3370847348,0.00109003832523627
"242",8100000,"mig14",4.7963188541,0.00107413562771004
"243",8100000,"mig5",2.95990106443,0.00108773442146359
"244",8200000,"control",4.44987216413,0.00111838515913326
"245",8200000,"mig14",4.9256453973,0.00110309830760797
"246",8200000,"mig5",2.75875831777,0.00101381644771809
"247",8300000,"control",4.2460080196,0.00106714803920887
"248",8300000,"mig14",4.6755631251,0.00104709238168853
"249",8300000,"mig5",2.91368694054,0.00107075118715315
"250",8400000,"control",4.3499653195,0.00109327559908102
"251",8400000,"mig14",4.7412925427,0.00106181248503872
"252",8400000,"mig5",2.9164411726,0.00107176334024582
"253",8500000,"control",4.26781919201,0.00107262983523062
"254",8500000,"mig14",4.6690454853,0.00104563275622769
"255",8500000,"mig5",2.81081653948,0.0010329473302853
"256",8600000,"control",4.1376876652,0.00103992391403747
"257",8600000,"mig14",4.7857860936,0.00107177681595141
"258",8600000,"mig5",2.796112506,0.00102754374313748
"259",8700000,"control",4.12914433199,0.00103777672042849
"260",8700000,"mig14",4.56066509564,0.00102136096750385
"261",8700000,"mig5",2.76634308712,0.00101660377557847
"262",8800000,"control",4.2363800462,0.00106472824327633
"263",8800000,"mig14",4.62668683054,0.00103614653531461
"264",8800000,"mig5",2.73012365746,0.00100329349273138
"265",8900000,"control",4.19306758099,0.00105384253319081
"266",8900000,"mig14",4.5230346769,0.00101293363506749
"267",8900000,"mig5",2.83674543751,0.001042475944345
"268",9e+06,"control",4.1233068045,0.00103630957623422
"269",9e+06,"mig14",4.6179015728,0.00103417907680649
"270",9e+06,"mig5",2.78662131015,0.00102405582235832
"271",9100000,"control",4.00083594476,0.00100552900840946
"272",9100000,"mig14",4.5454318005,0.00101794947099266
"273",9100000,"mig5",2.57304496582,0.000945568624211768
"274",9200000,"control",3.9181920194,0.000984758133155966
"275",9200000,"mig14",4.5450880493,0.00101787248790996
"276",9200000,"mig5",2.70200159488,0.000992958912350162
"277",9300000,"control",4.05264610652,0.00101855044225463
"278",9300000,"mig14",4.5509240711,0.00101917946501682
"279",9300000,"mig5",2.62197459965,0.000963549781618038
"280",9400000,"control",4.0172024447,0.00100964239638213
"281",9400000,"mig14",4.4976824615,0.00100725600632118
"282",9400000,"mig5",2.63281370012,0.000967533044038734
"283",9500000,"control",3.8095480189,0.000957452666098392
"284",9500000,"mig14",4.4470396093,0.000995914539356282
"285",9500000,"mig5",2.71590120749,0.000998066882769375
"286",9600000,"control",3.8451515164,0.000966400883428816
"287",9600000,"mig14",4.27366567403,0.000957087445817534
"288",9600000,"mig5",2.63378503965,0.000967890001727086
"289",9700000,"control",3.93597052246,0.000989226399488241
"290",9700000,"mig14",4.2195617587,0.000944970873750003
"291",9700000,"mig5",2.80454085537,0.00103064107832751
"292",9800000,"control",3.79113999891,0.000952826183447543
"293",9800000,"mig14",4.3288872534,0.000969454318751561
"294",9800000,"mig5",2.5991275413,0.000955153713217263
"295",9900000,"control",3.68574081972,0.000926336236446117
"296",9900000,"mig14",4.18195989074,0.000936549935260945
"297",9900000,"mig5",2.57745188982,0.000947188125277253
"298",1e+07,"control",3.76237249078,0.000945596053463769
"299",1e+07,"mig14",4.14193262195,0.000927585828245726
"300",1e+07,"mig5",2.46510663466,0.000905902353062034
"301",10100000,"control",3.69225080363,0.000927972388929289
"302",10100000,"mig14",4.2116693147,0.000943203360882742
"303",10100000,"mig5",2.56102215184,0.000941150358761596
"304",10200000,"control",3.63056714681,0.000912469452259636
"305",10200000,"mig14",4.256400574,0.000953220926592618
"306",10200000,"mig5",2.52043277647,0.000926234164005553
"307",10300000,"control",3.64673065573,0.000916531822554532
"308",10300000,"mig14",3.98276668426,0.000891940615825255
"309",10300000,"mig5",2.62174864823,0.000963466746701748
"310",10400000,"control",3.6919406226,0.000927894431215494
"311",10400000,"mig14",4.02820273035,0.00090211601853974
"312",10400000,"mig5",2.54341372418,0.000934679435424393
"313",10500000,"control",3.5857314624,0.000901200911907415
"314",10500000,"mig14",4.0778388881,0.000913232036278288
"315",10500000,"mig5",2.40868182842,0.000885166793786346
"316",10600000,"control",3.61941778064,0.000909667285096547
"317",10600000,"mig14",4.02314081478,0.000900982402526378
"318",10600000,"mig5",2.41961035805,0.000889182920540509
"319",10700000,"control",3.5582108469,0.00089428416310876
"320",10700000,"mig14",4.12568488859,0.000923947148290871
"321",10700000,"mig5",2.5799391089,0.000948102153735687
"322",10800000,"control",3.526376275,0.000886283188822956
"323",10800000,"mig14",3.94757160087,0.000884058676750852
"324",10800000,"mig5",2.5476674302,0.000936242630394773
"325",10900000,"control",3.5963623609,0.000903872772732203
"326",10900000,"mig14",4.0578835077,0.000908763028753106
"327",10900000,"mig5",2.4560169023,0.000902561966152255
"328",1.1e+07,"control",3.54446783853,0.000890830136557897
"329",1.1e+07,"mig14",3.8868099958,0.000870451115037823
"330",1.1e+07,"mig5",2.58584851412,0.000950273801817245
"331",11100000,"control",3.57433574936,0.000898336830452578
"332",11100000,"mig14",3.94011808945,0.000882389462836743
"333",11100000,"mig5",2.45496953535,0.000902177069137585
"334",11200000,"control",3.4847403303,0.000875818838180632
"335",11200000,"mig14",4.0883230026,0.000915579953765012
"336",11200000,"mig5",2.35817448892,0.000866605845121233
"337",11300000,"control",3.4864770449,0.000876255326188073
"338",11300000,"mig14",3.88116329617,0.000869186536631744
"339",11300000,"mig5",2.30858467354,0.000848382077512555
"340",11400000,"control",3.34763755878,0.000841360835953059
"341",11400000,"mig14",3.7042554281,0.000829568018827454
"342",11400000,"mig5",2.28950968076,0.00084137220597147
"343",11500000,"control",3.2675555287,0.000821233841142581
"344",11500000,"mig14",3.95323858349,0.000885327797532627
"345",11500000,"mig5",2.3843486096,0.000876224576084006
"346",11600000,"control",3.4134560809,0.000857902987192472
"347",11600000,"mig14",3.81822088547,0.000855090583488631
"348",11600000,"mig5",2.42417969858,0.000890862108077417
"349",11700000,"control",3.3945031141,0.000853139543208276
"350",11700000,"mig14",3.9334596939,0.000880898315125092
"351",11700000,"mig5",2.43665592374,0.00089544699766023
"352",11800000,"control",3.7359375029,0.000938952155159189
"353",11800000,"mig14",4.2070761617,0.000942174724248919
"354",11800000,"mig5",3.02829351017,0.00111286797011273
"355",11900000,"control",3.4666680829,0.000871276745163383
"356",11900000,"mig14",3.86261581169,0.000865032827403815
"357",11900000,"mig5",2.39244822011,0.00087920110298825
"358",1.2e+07,"control",3.4075186247,0.000856410727942732
"359",1.2e+07,"mig14",3.6806467628,0.000824280858133429
"360",1.2e+07,"mig5",2.28294019419,0.000838957984510014
"361",12100000,"control",3.5005609987,0.000879795042461005
"362",12100000,"mig14",3.69579392124,0.000827673064330284
"363",12100000,"mig5",2.33697904817,0.000858816729883928
"364",12200000,"control",3.2573749556,0.000818675160477934
"365",12200000,"mig14",3.74955703594,0.000839713314095282
"366",12200000,"mig5",2.33728862682,0.000858930496981687
"367",12300000,"control",3.3369325872,0.000838670358361248
"368",12300000,"mig14",3.74289569284,0.000838221506279795
"369",12300000,"mig5",2.35987927384,0.000867232336749943
"370",12400000,"control",3.3075183647,0.000831277689830988
"371",12400000,"mig14",3.6466529011,0.000816667932661594
"372",12400000,"mig5",2.30789805319,0.000848129751312147
"373",12500000,"control",3.2043037625,0.000805336791969511
"374",12500000,"mig14",3.7565372705,0.000841276537654587
"375",12500000,"mig5",2.48292377861,0.000912449977575396
"376",12600000,"control",3.2442667718,0.00081538068421336
"377",12600000,"mig14",3.54509289575,0.000793923569032891
"378",12600000,"mig5",2.14891916069,0.000789706577734988
"379",12700000,"control",3.30873131738,0.000831582540897717
"380",12700000,"mig14",3.585258741,0.000802918710246914
"381",12700000,"mig5",2.53055730969,0.000929954830015978
"382",12800000,"control",3.3162818224,0.00083348020726809
"383",12800000,"mig14",3.5243967615,0.00078928866967986
"384",12800000,"mig5",2.24199822472,0.00082391221490298
"385",12900000,"control",3.23207111553,0.000812315553244385
"386",12900000,"mig14",3.6083492658,0.000808089833373768
"387",12900000,"mig5",2.20565052508,0.000810554794104504
"388",1.3e+07,"control",3.2634172266,0.000820193762802812
"389",1.3e+07,"mig14",3.39916439769,0.000761242881273679
"390",1.3e+07,"mig5",2.39442763986,0.00087992852020583
"391",13100000,"control",3.2434393192,0.000815172720776751
"392",13100000,"mig14",3.46904291628,0.000776892175808165
"393",13100000,"mig5",2.18240730678,0.000802013140832937
"394",13200000,"control",3.33281148473,0.000837634602799803
"395",13200000,"mig14",3.5826092275,0.000802325351687356
"396",13200000,"mig5",2.35622929441,0.000865891005341486
"397",13300000,"control",3.2413565606,0.000814649261625031
"398",13300000,"mig14",3.5775519577,0.000801192776094206
"399",13300000,"mig5",2.13880153696,0.000785988450893929
"400",13400000,"control",3.3441878822,0.000840493829677692
"401",13400000,"mig14",3.54056718075,0.000792910035139453
"402",13400000,"mig5",2.15505031413,0.00079195971609833
"403",13500000,"control",3.2063497648,0.000805851013170362
"404",13500000,"mig14",3.7852808759,0.000847713668205777
"405",13500000,"mig5",2.31407806959,0.00085040084633092
"406",13600000,"control",3.15606443225,0.000793212814235271
"407",13600000,"mig14",3.58388227447,0.000802610450561685
"408",13600000,"mig5",2.10855809582,0.000774874284833847
"409",13700000,"control",3.11300838473,0.000782391549537947
"410",13700000,"mig14",3.5366275256,0.000792027749351909
"411",13700000,"mig5",2.26237450701,0.000831400297492848
"412",13800000,"control",3.08742804652,0.000775962450102173
"413",13800000,"mig14",3.4034939748,0.000762212490085819
"414",13800000,"mig5",2.18618803089,0.000803402519620601
"415",13900000,"control",3.0750767454,0.000772858200955435
"416",13900000,"mig14",3.41016428553,0.000763706306202082
"417",13900000,"mig5",2.27353030175,0.000835499941931409
"418",1.4e+07,"control",2.9558778985,0.000742899987226654
"419",1.4e+07,"mig14",3.52642218343,0.000789742262929671
"420",1.4e+07,"mig5",2.22426169859,0.000817394216642621
"421",14100000,"control",3.0618657333,0.000769537880882227
"422",14100000,"mig14",3.43360771266,0.000768956461807236
"423",14100000,"mig5",2.36606346836,0.000869504967186571
"424",14200000,"control",3.0935697334,0.000777506038593098
"425",14200000,"mig14",3.39425926846,0.000760144377561825
"426",14200000,"mig5",2.24761750911,0.000825977246443543
"427",14300000,"control",3.11695159136,0.000783382594586373
"428",14300000,"mig14",3.4120869918,0.0007641368962794
"429",14300000,"mig5",2.0254315494,0.000744326099637719
"430",14400000,"control",3.1969519407,0.000803489060598711
"431",14400000,"mig14",3.3265929431,0.000744990503710577
"432",14400000,"mig5",2.15757881384,0.000792888914780772
"433",14500000,"control",2.9533980255,0.000742276721420933
"434",14500000,"mig14",3.521080376,0.000788545965133075
"435",14500000,"mig5",2.31859129143,0.000852059410803248
"436",14600000,"control",2.90933681252,0.000731202828762294
"437",14600000,"mig14",3.3727418766,0.000755325557563554
"438",14600000,"mig5",2.20598575454,0.000810677987621717
"439",14700000,"control",3.0844480026,0.000775213476475344
"440",14700000,"mig14",3.4078278782,0.000763183067770623
"441",14700000,"mig5",2.09199569127,0.00076878776466338
"442",14800000,"control",2.94610272755,0.00074044319617396
"443",14800000,"mig14",3.41049991723,0.00076378147092272
"444",14800000,"mig5",2.14389568986,0.000787860501795939
"445",14900000,"control",3.0705407843,0.000771718179087495
"446",14900000,"mig14",3.3842059411,0.000757892934856931
"447",14900000,"mig5",2.09939762555,0.000771507902440458
"448",1.5e+07,"control",3.0397695731,0.000763984458956826
"449",1.5e+07,"mig14",3.2411205128,0.000725848952582525
"450",1.5e+07,"mig5",2.09374924998,0.000769432180178428
"451",15100000,"control",2.85427546578,0.000717364275481528
"452",15100000,"mig14",3.29667333378,0.000738290007076516
"453",15100000,"mig5",2.02643888259,0.000744696284640797
"454",15200000,"control",2.97749764326,0.000748333671789267
"455",15200000,"mig14",3.30654240204,0.000740500184955184
"456",15200000,"mig5",2.1112283975,0.000775855594340416
"457",15300000,"control",2.94140256504,0.000739261905610363
"458",15300000,"mig14",3.27955732352,0.000734456876506225
"459",15300000,"mig5",2.00904210524,0.000738303140703137
"460",15400000,"control",2.94878615396,0.000741117621002781
"461",15400000,"mig14",3.36598091635,0.000753811440486902
"462",15400000,"mig5",2.19748092152,0.000807552545445347
"463",15500000,"control",2.9767769677,0.000748152544597041
"464",15500000,"mig14",3.2152740452,0.000720060636053927
"465",15500000,"mig5",2.06702798487,0.00075961237903896
"466",15600000,"control",2.9594221058,0.000743790751882135
"467",15600000,"mig14",3.1952590302,0.000715578273359822
"468",15600000,"mig5",1.93598346795,0.000711454812723344
"469",15700000,"control",3.0362926038,0.000763110593209575
"470",15700000,"mig14",3.2907792734,0.000736970032229427
"471",15700000,"mig5",2.10852731349,0.000774862972631451
"472",15800000,"control",2.9535030315,0.000742303112550315
"473",15800000,"mig14",3.106571714,0.000695716748520836
"474",15800000,"mig5",2.0750225022,0.000762550285237018
"475",15900000,"control",2.9311962712,0.000736696760559136
"476",15900000,"mig14",3.3267693466,0.00074503000927515
"477",15900000,"mig5",1.98688454395,0.000730160455665297
"478",1.6e+07,"control",2.93404352675,0.000737412360521097
"479",1.6e+07,"mig14",3.20566121743,0.000717907843234081
"480",1.6e+07,"mig5",2.16261448149,0.000794739472930765
"481",16100000,"control",2.9349189079,0.000737632369827125
"482",16100000,"mig14",3.18647406424,0.000713610880195836
"483",16100000,"mig5",2.21742928562,0.000814883372324737
"484",16200000,"control",2.8306847214,0.000711435220121203
"485",16200000,"mig14",3.34003149079,0.000748000066522726
"486",16200000,"mig5",2.02124171081,0.000742786375317373
"487",16300000,"control",2.90033393874,0.000728940138947008
"488",16300000,"mig14",3.2832230908,0.000735277825104122
"489",16300000,"mig5",2.04336769226,0.000750917455075766
"490",16400000,"control",2.8686509249,0.000720977255707148
"491",16400000,"mig14",3.06164261732,0.00068565487712887
"492",16400000,"mig5",2.09760794325,0.000770850211862692
"493",16500000,"control",2.9266994177,0.000735566567593654
"494",16500000,"mig14",3.1379259765,0.000702738535740639
"495",16500000,"mig5",2.19047661703,0.00080497853269075
"496",16600000,"control",2.8734583489,0.000722185504271814
"497",16600000,"mig14",3.0811949548,0.000690033623190409
"498",16600000,"mig5",2.10025408394,0.000771822642443949
"499",16700000,"control",2.75985275902,0.000693633042306604
"500",16700000,"mig14",3.068744953,0.000687245445234516
"501",16700000,"mig5",2.15459842203,0.000791793650212593
"502",16800000,"control",2.7385974805,0.000688290958944832
"503",16800000,"mig14",3.0426794796,0.00068140808235608
"504",16800000,"mig5",1.98737151517,0.000730339412781337
"505",16900000,"control",2.7467154405,0.000690331243620787
"506",16900000,"mig14",3.0362935236,0.000679977947482806
"507",16900000,"mig5",1.9043383925,0.000699825559891068
"508",1.7e+07,"control",2.6607001187,0.000668713036218193
"509",1.7e+07,"mig14",3.0486418705,0.000682743359823413
"510",1.7e+07,"mig5",2.0211427227,0.000742749998164145
"511",17100000,"control",2.819986687,0.000708746486048952
"512",17100000,"mig14",2.99386954822,0.000670477098016596
"513",17100000,"mig5",1.90825358667,0.000701264355098314
"514",17200000,"control",2.9328052292,0.000737101139535093
"515",17200000,"mig14",3.1222477435,0.00069922739539382
"516",17200000,"mig5",2.02219745061,0.000743137600258949
"517",17300000,"control",2.7842554217,0.000699766156872151
"518",17300000,"mig14",3.05886702012,0.000685033282124162
"519",17300000,"mig5",2.03337524191,0.000747245328216163
"520",17400000,"control",2.724163606,0.000684663297197666
"521",17400000,"mig14",3.1035119756,0.000695031520093184
"522",17400000,"mig5",2.0105708206,0.00073886492850668
"523",17500000,"control",2.6429543567,0.000664252998687612
"524",17500000,"mig14",3.10022078811,0.000694294458640845
"525",17500000,"mig5",1.95841805157,0.000719699300732735
"526",17600000,"control",2.7889434666,0.000700944401920126
"527",17600000,"mig14",2.95035399293,0.000660731789224913
"528",17600000,"mig5",1.9890864291,0.00073096962672123
"529",17700000,"control",2.6343907227,0.000662100702886611
"530",17700000,"mig14",2.97140283,0.000665445676375978
"531",17700000,"mig5",2.1028956627,0.000772793396560967
"532",17800000,"control",2.6727189897,0.000671733735793406
"533",17800000,"mig14",2.99423760884,0.000670559525194005
"534",17800000,"mig5",1.90683289905,0.000700742266422786
"535",17900000,"control",2.6793592975,0.00067340264254436
"536",17900000,"mig14",3.0487585623,0.000682769492952518
"537",17900000,"mig5",2.0108650981,0.000738973072582866
"538",1.8e+07,"control",2.59098663657,0.00065119196574022
"539",1.8e+07,"mig14",2.97373949885,0.000665968973374842
"540",1.8e+07,"mig5",1.93591630739,0.000711430131880543
"541",18100000,"control",2.7392687651,0.000688459672720532
"542",18100000,"mig14",2.9420041635,0.000658861844888665
"543",18100000,"mig5",2.0265876127,0.00074475094148798
"544",18200000,"control",2.52601640966,0.000634863016304912
"545",18200000,"mig14",2.96442207709,0.000663882336732188
"546",18200000,"mig5",1.9835532481,0.000728936237326491
"547",18300000,"control",2.73126662746,0.000686448497646772
"548",18300000,"mig14",3.1234211494,0.0006994901796501
"549",18300000,"mig5",1.7409237424,0.000639772289185066
"550",18400000,"control",2.58221319035,0.000648986937891107
"551",18400000,"mig14",2.88192754524,0.000645407685974638
"552",18400000,"mig5",1.86092198329,0.000683870458106894
"553",18500000,"control",2.6586881607,0.00066820737136199
"554",18500000,"mig14",2.9027103891,0.000650062003945196
"555",18500000,"mig5",1.89703437962,0.000697141407261825
"556",18600000,"control",2.59564821118,0.000652363558017419
"557",18600000,"mig14",2.88840792484,0.000646858967013533
"558",18600000,"mig5",1.96585930548,0.000722433888085679
"559",18700000,"control",2.6847359011,0.000674753942862884
"560",18700000,"mig14",2.9678311162,0.000664645791055325
"561",18700000,"mig5",1.72200924778,0.000632821399133366
"562",18800000,"control",2.6021115427,0.000653987985368118
"563",18800000,"mig14",2.8290314153,0.000633561597450319
"564",18800000,"mig5",1.8332853095,0.000673714253314308
"565",18900000,"control",2.6593129128,0.000668364390137138
"566",18900000,"mig14",2.9336583308,0.000656992795620117
"567",18900000,"mig5",1.8643379116,0.00068512577803927
"568",1.9e+07,"control",2.60985783815,0.000655934859693941
"569",1.9e+07,"mig14",2.7570061159,0.000617431531344332
"570",1.9e+07,"mig5",1.86040639804,0.000683680985617302
"571",19100000,"control",2.6364550509,0.000662619529930918
"572",19100000,"mig14",2.8416020865,0.000636376799318853
"573",19100000,"mig5",1.8700589691,0.000687228210193069
"574",19200000,"control",2.5719679094,0.000646411994220141
"575",19200000,"mig14",2.8408660836,0.000636211971466277
"576",19200000,"mig5",1.8914409611,0.000695085881173142
"577",19300000,"control",2.60498431141,0.000654709997545633
"578",19300000,"mig14",2.8304163739,0.00063387175893466
"579",19300000,"mig5",1.85653439,0.000682258060886504
"580",19400000,"control",2.5703615792,0.000646008275688443
"581",19400000,"mig14",2.8312205584,0.000634051856056845
"582",19400000,"mig5",1.87911411031,0.000690555885196702
"583",19500000,"control",2.6544677793,0.000667146664054106
"584",19500000,"mig14",2.8792359963,0.000644804913578115
"585",19500000,"mig5",1.7905488902,0.000658009041109297
"586",19600000,"control",2.5054712022,0.000629699394909269
"587",19600000,"mig14",2.8975845718,0.00064891407713913
